"id_rte500","num_route","longueur(m)","prD","depPrD","concessionPrD","absD","cumulD","xD","yD","xD_Lamb","yD_Lamb","zD","prF","depPrF","concessionPrF","absF","cumulF","xF","yF","xF_Lamb","yF_Lamb","zF","cote","NumVoie","Dept","acces","res_vert","sens","res_europe","class_adm","S_Theorique","Classe-Etat","Classe-Etat_lib","Descriptif","","longueur (m)"
"BDCTRORO0000000020327104","N004","190","58","77","N","800","57390","3.333274","48.691417","724531.03","6843525.92","0","59","77","N","0","57580","3.335801","48.691071","724717.17","6843488.19","0","I","1","77","Libre","Appartient","Double sens","","Nationale","665","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327104","N004","190","58","77","N","800","57390","3.333274","48.691417","724531.03","6843525.92","0","59","77","N","0","57580","3.335801","48.691071","724717.17","6843488.19","0","I","1","77","Libre","Appartient","Double sens","","Nationale","665","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","0","57580","3.335801","48.691071","724717.17","6843488.19","0","59","77","N","200","57780","3.338494","48.690891","724915.49","6843469.04","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","200","57780","3.338494","48.690891","724915.49","6843469.04","0","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","200","57780","3.338494","48.690891","724915.49","6843469.04","0","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","200","57780","3.338494","48.690891","724915.49","6843469.04","0","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","200","57780","3.338494","48.690891","724915.49","6843469.04","0","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","59","77","N","600","58180","3.343913","48.691023","725314.25","6843485.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","59","77","N","600","58180","3.343913","48.691023","725314.25","6843485.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","59","77","N","600","58180","3.343913","48.691023","725314.25","6843485.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","400","57980","3.341204","48.69095","725114.9","6843476.43","0","59","77","N","600","58180","3.343913","48.691023","725314.25","6843485.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327104","N004","200","59","77","N","600","58180","3.343913","48.691023","725314.25","6843485.45","0","59","77","N","800","58380","3.346622","48.691092","725513.63","6843494","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","670"
"BDCTRORO0000000020327100","N004","","","","","","","3.34493","48.691078","725389.1","6843491.9","","","","","","","3.33836","48.690911","724905.6","6843471.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","480"
"BDCTRORO0000000020327100","N004","211","59","77","N","800","58380","3.346622","48.691092","725513.63","6843494","0","60","77","N","0","58591","3.34948","48.691167","725723.96","6843503.23","0","I","1","77","Libre","Appartient","Double sens","","Nationale","739","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","200","60","77","N","0","58591","3.34948","48.691167","725723.96","6843503.23","0","60","77","N","200","58791","3.352209","48.691242","725924.82","6843512.49","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","200","60","77","N","200","58791","3.352209","48.691242","725924.82","6843512.49","0","60","77","N","400","58991","3.354938","48.691317","726125.68","6843521.68","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","200","60","77","N","400","58991","3.354938","48.691317","726125.68","6843521.68","0","60","77","N","600","59191","3.357668","48.691389","726326.55","6843530.65","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","200","60","77","N","600","59191","3.357668","48.691389","726326.55","6843530.65","0","60","77","N","800","59391","3.360397","48.691464","726527.41","6843539.88","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","194","60","77","N","800","59391","3.360397","48.691464","726527.41","6843539.88","0","61","77","N","0","59585","3.363045","48.691534","726722.26","6843548.53","0","I","1","77","Libre","Appartient","Double sens","","Nationale","679","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","194","60","77","N","800","59391","3.360397","48.691464","726527.41","6843539.88","0","61","77","N","0","59585","3.363045","48.691534","726722.26","6843548.53","0","I","1","77","Libre","Appartient","Double sens","","Nationale","679","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","194","60","77","N","800","59391","3.360397","48.691464","726527.41","6843539.88","0","61","77","N","0","59585","3.363045","48.691534","726722.26","6843548.53","0","I","1","77","Libre","Appartient","Double sens","","Nationale","679","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","480"
"BDCTRORO0000000020327100","N004","194","60","77","N","800","59391","3.360397","48.691464","726527.41","6843539.88","0","61","77","N","0","59585","3.363045","48.691534","726722.26","6843548.53","0","I","1","77","Libre","Appartient","Double sens","","Nationale","679","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","480"
"BDCTRORO0000000020327100","N004","200","61","77","N","0","59585","3.363045","48.691534","726722.26","6843548.53","0","61","77","N","200","59785","3.365765","48.691609","726922.41","6843557.85","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327100","N004","200","61","77","N","200","59785","3.365765","48.691609","726922.41","6843557.85","0","61","77","N","400","59985","3.368485","48.691681","727122.59","6843566.74","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","480"
"BDCTRORO0000000020327101","N004","","","","","","","3.366149","48.691648","726950.7","6843562.3","","","","","","","3.34493","48.691078","725389.1","6843491.9","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1560"
"BDCTRORO0000000020327101","N004","200","61","77","N","400","59985","3.368485","48.691681","727122.59","6843566.74","0","61","77","N","600","60185","3.371205","48.691758","727322.74","6843576.25","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327101","N004","200","61","77","N","600","60185","3.371205","48.691758","727322.74","6843576.25","0","61","77","N","800","60385","3.373924","48.691841","727522.84","6843586.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327101","N004","213","61","77","N","800","60385","3.373924","48.691841","727522.84","6843586.45","0","62","77","N","0","60598","3.376821","48.691912","727736.05","6843595.33","0","I","1","77","Libre","Appartient","Double sens","","Nationale","746","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327101","N004","200","62","77","N","0","60598","3.376821","48.691912","727736.05","6843595.33","0","62","77","N","200","60798","3.379549","48.691998","727936.78","6843605.84","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327101","N004","200","62","77","N","200","60798","3.379549","48.691998","727936.78","6843605.84","0","62","77","N","400","60998","3.382278","48.692065","728137.6","6843614.2","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327101","N004","200","62","77","N","400","60998","3.382278","48.692065","728137.6","6843614.2","0","62","77","N","600","61198","3.385007","48.692131","728338.43","6843622.6","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1560"
"BDCTRORO0000000020327101","N004","200","62","77","N","600","61198","3.385007","48.692131","728338.43","6843622.6","0","62","77","N","800","61398","3.387735","48.692203","728539.23","6843631.62","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1560"
"BDCTRORO0000000020327101","N004","223","62","77","N","800","61398","3.387735","48.692203","728539.23","6843631.62","0","63","77","N","0","61621","3.390777","48.692291","728763.09","6843642.4","0","I","1","77","Libre","Appartient","Double sens","","Nationale","781","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1560"
"BDCTRORO0000000020327101","N004","223","62","77","N","800","61398","3.387735","48.692203","728539.23","6843631.62","0","63","77","N","0","61621","3.390777","48.692291","728763.09","6843642.4","0","I","1","77","Libre","Appartient","Double sens","","Nationale","781","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327101","N004","223","62","77","N","800","61398","3.387735","48.692203","728539.23","6843631.62","0","63","77","N","0","61621","3.390777","48.692291","728763.09","6843642.4","0","I","1","77","Libre","Appartient","Double sens","","Nationale","781","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1560"
"BDCTRORO0000000020327101","N004","223","62","77","N","800","61398","3.387735","48.692203","728539.23","6843631.62","0","63","77","N","0","61621","3.390777","48.692291","728763.09","6843642.4","0","I","1","77","Libre","Appartient","Double sens","","Nationale","781","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1560"
"BDCTRORO0000000020327091","N004","","","","","","","3.388971","48.692225","728630.2","6843634.5","","","","","","","3.366149","48.691648","726950.7","6843562.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1680"
"BDCTRORO0000000020327091","N004","200","63","77","N","0","61621","3.390777","48.692291","728763.09","6843642.4","0","63","77","N","200","61821","3.393501","48.692356","728963.53","6843650.71","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1680"
"BDCTRORO0000000020327077","N004","","","","","","","3.392166","48.692312","728865.3","6843645.3","","","","","","","3.388971","48.692225","728630.2","6843634.5","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","240"
"BDCTRORO0000000020327077","N004","200","63","77","N","200","61821","3.393501","48.692356","728963.53","6843650.71","0","63","77","N","400","62021","3.396225","48.692428","729163.96","6843659.71","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020327077","N004","200","63","77","N","400","62021","3.396225","48.692428","729163.96","6843659.71","0","63","77","N","600","62221","3.398948","48.692496","729364.41","6843668.21","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020327077","N004","200","63","77","N","400","62021","3.396225","48.692428","729163.96","6843659.71","0","63","77","N","600","62221","3.398948","48.692496","729364.41","6843668.21","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020327077","N004","200","63","77","N","400","62021","3.396225","48.692428","729163.96","6843659.71","0","63","77","N","600","62221","3.398948","48.692496","729364.41","6843668.21","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020327077","N004","200","63","77","N","400","62021","3.396225","48.692428","729163.96","6843659.71","0","63","77","N","600","62221","3.398948","48.692496","729364.41","6843668.21","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020327086","N004","","","","","","","3.396811","48.692403","729207.1","6843657.1","","","","","","","3.392166","48.692312","728865.3","6843645.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","340"
"BDCTRORO0000000020327086","N004","200","63","77","N","600","62221","3.398948","48.692496","729364.41","6843668.21","0","63","77","N","800","62421","3.401672","48.692572","729564.82","6843677.68","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","340"
"BDCTRORO0000000020327086","N004","195","63","77","N","800","62421","3.401672","48.692572","729564.82","6843677.68","0","64","77","N","0","62616","3.404328","48.692629","729760.3","6843685.06","0","I","1","77","Libre","Appartient","Double sens","","Nationale","683","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","340"
"BDCTRORO0000000020327087","N004","","","","","","","3.404283","48.692596","729757","6843681.4","","","","","","","3.396811","48.692403","729207.1","6843657.1","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","550"
"BDCTRORO0000000020327075","N004","","","","","","","3.404283","48.692596","729757","6843681.4","","","","","","","3.434003","48.693403","731944","6843782.7","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","2190"
"BDCTRORO0000000020327087","N004","200","64","77","N","0","62616","3.404328","48.692629","729760.3","6843685.06","0","64","77","N","200","62816","3.407044","48.692709","729960.15","6843694.95","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","64","77","N","200","62816","3.407044","48.692709","729960.15","6843694.95","0","64","77","N","400","63016","3.409761","48.692777","730160.07","6843703.58","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","64","77","N","400","63016","3.409761","48.692777","730160.07","6843703.58","0","64","77","N","600","63216","3.412478","48.692844","730360","6843712.08","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","200","64","77","N","600","63216","3.412478","48.692844","730360","6843712.08","0","64","77","N","800","63416","3.415194","48.692912","730559.92","6843720.71","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","195","64","77","N","800","63416","3.415194","48.692912","730559.92","6843720.71","0","65","77","N","0","63611","3.417843","48.692981","730754.83","6843729.39","0","I","1","77","Libre","Appartient","Double sens","","Nationale","683","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","195","64","77","N","800","63416","3.415194","48.692912","730559.92","6843720.71","0","65","77","N","0","63611","3.417843","48.692981","730754.83","6843729.39","0","I","1","77","Libre","Appartient","Double sens","","Nationale","683","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","195","64","77","N","800","63416","3.415194","48.692912","730559.92","6843720.71","0","65","77","N","0","63611","3.417843","48.692981","730754.83","6843729.39","0","I","1","77","Libre","Appartient","Double sens","","Nationale","683","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","195","64","77","N","800","63416","3.415194","48.692912","730559.92","6843720.71","0","65","77","N","0","63611","3.417843","48.692981","730754.83","6843729.39","0","I","1","77","Libre","Appartient","Double sens","","Nationale","683","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","0","63611","3.417843","48.692981","730754.83","6843729.39","0","65","77","N","200","63811","3.420562","48.693052","730954.95","6843738.36","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","200","63811","3.420562","48.693052","730954.95","6843738.36","0","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","200","63811","3.420562","48.693052","730954.95","6843738.36","0","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","200","63811","3.420562","48.693052","730954.95","6843738.36","0","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","200","63811","3.420562","48.693052","730954.95","6843738.36","0","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","400","64011","3.423282","48.693123","731155.07","6843747.25","0","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","65","77","N","600","64211","3.426001","48.693196","731355.18","6843756.48","0","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","550"
"BDCTRORO0000000020327087","N004","193","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","I","1","77","Libre","Appartient","Double sens","","Nationale","676","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","550"
"BDCTRORO0000000020327087","N004","193","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","I","1","77","Libre","Appartient","Double sens","","Nationale","676","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","193","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","I","1","77","Libre","Appartient","Double sens","","Nationale","676","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","550"
"BDCTRORO0000000020327087","N004","193","65","77","N","800","64411","3.428721","48.693268","731555.3","6843765.57","0","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","I","1","77","Libre","Appartient","Double sens","","Nationale","676","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","200","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327087","N004","200","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","550"
"BDCTRORO0000000020327087","N004","200","66","77","N","0","64604","3.431345","48.693335","731748.42","6843774.02","0","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","550"
"BDCTRORO0000000020327066","N004","","","","","","","3.434003","48.693403","731944","6843782.7","","","","","","","3.43726","48.693549","732183.6","6843800.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","200","64804","3.434062","48.693405","731948.36","6843782.93","0","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","66","77","N","600","65204","3.439166","48.6943","732323.45","6843884.54","0","I","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","66","77","N","600","65204","3.439166","48.6943","732323.45","6843884.54","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","66","77","N","600","65204","3.439166","48.6943","732323.45","6843884.54","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020327066","N004","200","66","77","N","400","65004","3.436777","48.69349","732148.13","6843793.45","0","66","77","N","600","65204","3.439166","48.6943","732323.45","6843884.54","0","I","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020327072","N004","","","","","","","3.438546","48.694012","732278","6843852.3","","","","","","","3.43726","48.693549","732183.6","6843800.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","110"
"BDCTRORO0000000020327072","N004","200","66","77","N","600","65204","3.439166","48.6943","732323.45","6843884.54","0","66","77","N","800","65404","3.441393","48.695333","732486.71","6844000.3","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","110"
"BDCTRORO0000000020327072","N004","195","66","77","N","800","65404","3.441393","48.695333","732486.71","6844000.3","0","67","77","N","0","65599","3.443568","48.696336","732646.19","6844112.73","0","I","1","77","Libre","Appartient","Double sens","","Nationale","683","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","110"
"BDCTRORO0000000020327072","N004","200","67","77","N","0","65599","3.443568","48.696336","732646.19","6844112.73","0","67","77","N","200","65799","3.44578","48.697349","732808.36","6844226.26","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","110"
"BDCTRORO0000000020327072","N004","200","67","77","N","0","65599","3.443568","48.696336","732646.19","6844112.73","0","67","77","N","200","65799","3.44578","48.697349","732808.36","6844226.26","0","I","1","77","Libre","Appartient","Double sens","","Nationale","700","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","110"
