"id_rte500","num_route","longueur(m)","prD","depPrD","concessionPrD","absD","cumulD","xD","yD","xD_Lamb","yD_Lamb","zD","prF","depPrF","concessionPrF","absF","cumulF","xF","yF","xF_Lamb","yF_Lamb","zF","cote","NumVoie","Dept","acces","res_vert","sens","res_europe","class_adm","S_Theorique","Classe-Etat","Classe-Etat_lib","Descriptif","","longueur (m)"
"BDCTRORO0000000020297512","N004","","","","","","","2.603492","48.775548","670861.6","6852901.2","","","","","","","2.607818","48.774799","671179.1","6852816.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","330"
"BDCTRORO0000000020297512","N004","200","2","77","N","-499","200","2.60498","48.77521","670970.74","6852863.09","0","2","77","N","-299","400","2.60768","48.774712","671168.87","6852806.7","0","I","1","77","Libre","Appartient","Double sens","","Nationale","1400","nd","Non determine","Etat de la chaussee non determine","","330"
"BDCTRORO0000000020297512","N004","299","2","77","N","-299","400","2.60768","48.774712","671168.87","6852806.7","0","2","77","N","0","699","2.611719","48.773973","671465.3","6852723.09","0","I","1","77","Libre","Appartient","Double sens","","Nationale","1047","nd","Non determine","Etat de la chaussee non determine","","330"
"BDCTRORO0000000020297525","N004","","","","","","","2.607818","48.774799","671179.1","6852816.3","","","","","","","2.609271","48.774543","671285.7","6852787.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","110"
"BDCTRORO0000000020297526","N004","","","","","","","2.609271","48.774543","671285.7","6852787.3","","","","","","","2.612181","48.77403","671499.3","6852729.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","220"
"BDCTRORO0000000020297526","N004","152","2","77","N","0","699","2.611719","48.773973","671465.3","6852723.09","0","2","77","N","152","851","2.613709","48.773604","671611.32","6852681.28","0","I","1","77","Libre","Appartient","Double sens","","Nationale","532","nd","Non determine","Etat de la chaussee non determine","","220"
"BDCTRORO0000000020297528","N004","","","","","","","2.612181","48.77403","671499.3","6852729.2","","","","","","","2.612683","48.773941","671536.1","6852719.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","40"
"BDCTRORO0000000020297524","N004","","","","","","","2.612683","48.773941","671536.1","6852719.2","","","","","","","2.614906","48.773542","671699.3","6852674","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","170"
"BDCTRORO0000000020297524","N004","200","2","77","N","152","851","2.613709","48.773604","671611.32","6852681.28","0","2","77","N","352","1051","2.616285","48.773098","671800.39","6852624.12","0","D","1","77","Libre","Appartient","Double sens","","Nationale","2100","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","170"
"BDCTRORO0000000020297523","N004","","","","","","","2.614906","48.773542","671699.3","6852674","","","","","","","2.616371","48.773281","671806.8","6852644.5","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","110"
"BDCTRORO0000000020297523","N004","200","2","77","N","352","1051","2.616285","48.773098","671800.39","6852624.12","0","2","77","N","552","1251","2.618884","48.772629","671991.11","6852571.11","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","110"
"BDCTRORO0000000020297523","N004","200","2","77","N","552","1251","2.618884","48.772629","671991.11","6852571.11","0","2","77","N","752","1451","2.621483","48.772163","672181.89","6852518.29","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","110"
"BDCTRORO0000000020297523","N004","248","2","77","N","752","1451","2.621483","48.772163","672181.89","6852518.29","0","3","77","N","0","1699","2.624708","48.771587","672418.57","6852453.2","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1736","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","110"
"BDCTRORO0000000020297523","N004","200","3","77","N","0","1699","2.624708","48.771587","672418.57","6852453.2","0","3","77","N","200","1899","2.627341","48.77112","672611.87","6852400.31","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","110"
"BDCTRORO0000000020297523","N004","200","3","77","N","200","1899","2.627341","48.77112","672611.87","6852400.31","0","3","77","N","400","2099","2.629976","48.770656","672805.26","6852347.79","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","110"
"BDCTRORO0000000020297523","N004","200","3","77","N","400","2099","2.629976","48.770656","672805.26","6852347.79","0","3","77","N","600","2299","2.632618","48.770211","672999.19","6852297.48","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","110"
"BDCTRORO0000000020297499","N004","","","","","","","2.630129","48.770818","672816.6","6852365.8","","","","","","","2.616371","48.773281","671806.8","6852644.5","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1050"
"BDCTRORO0000000020297497","N004","","","","","","","2.630129","48.770818","672816.6","6852365.8","","","","","","","2.645259","48.767859","673927.1","6852031.7","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1160"
"BDCTRORO0000000020297497","N004","200","3","77","N","600","2299","2.632618","48.770211","672999.19","6852297.48","0","3","77","N","800","2499","2.635266","48.769784","673193.64","6852249.01","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","1160"
"BDCTRORO0000000020297497","N004","195","3","77","N","800","2499","2.635266","48.769784","673193.64","6852249.01","0","4","77","N","0","2694","2.63784","48.769343","673382.55","6852199.12","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1365","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","1160"
"BDCTRORO0000000020297497","N004","200","4","77","N","0","2694","2.63784","48.769343","673382.55","6852199.12","0","4","77","N","200","2894","2.64045","48.768875","673574.12","6852146.3","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1160"
"BDCTRORO0000000020297497","N004","200","4","77","N","200","2894","2.64045","48.768875","673574.12","6852146.3","0","4","77","N","400","3094","2.643057","48.768403","673765.55","6852092.9","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","1160"
"BDCTRORO0000000020297497","N004","200","4","77","N","400","3094","2.643057","48.768403","673765.55","6852092.9","0","4","77","N","600","3294","2.645611","48.767817","673952.96","6852026.88","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","1160"
"BDCTRORO0000000020297481","N004","","","","","","","2.645259","48.767859","673927.1","6852031.7","","","","","","","2.656676","48.765146","674764.9","6851726.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","890"
"BDCTRORO0000000020297481","N004","200","4","77","N","600","3294","2.645611","48.767817","673952.96","6852026.88","0","4","77","N","800","3494","2.648157","48.767215","674139.8","6851959.15","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","890"
"BDCTRORO0000000020297481","N004","202","4","77","N","800","3494","2.648157","48.767215","674139.8","6851959.15","0","5","77","N","0","3696","2.650726","48.766602","674328.27","6851890.1","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1414","EM","Etat moyen","Chaussees necessitant un entretien de surface generalise","","890"
"BDCTRORO0000000020297481","N004","200","5","77","N","0","3696","2.650726","48.766602","674328.27","6851890.1","0","5","77","N","200","3896","2.653308","48.765994","674517.77","6851821.65","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","890"
"BDCTRORO0000000020297481","N004","200","5","77","N","200","3896","2.653308","48.765994","674517.77","6851821.65","0","5","77","N","400","4096","2.655815","48.765266","674701.7","6851739.95","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","890"
"BDCTRORO0000000020297481","N004","200","5","77","N","400","4096","2.655815","48.765266","674701.7","6851739.95","0","5","77","N","600","4296","2.658112","48.76428","674870","6851629.62","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","890"
"BDCTRORO0000000020304075","N004","","","","","","","2.656676","48.765146","674764.9","6851726.3","","","","","","","2.661175","48.762626","675094.4","6851444.7","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","430"
"BDCTRORO0000000020304075","N004","200","5","77","N","600","4296","2.658112","48.76428","674870","6851629.62","0","5","77","N","800","4496","2.66015","48.763071","675019.23","6851494.5","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","430"
"BDCTRORO0000000020304075","N004","177","5","77","N","800","4496","2.66015","48.763071","675019.23","6851494.5","0","6","77","N","0","4673","2.661902","48.761962","675147.48","6851370.63","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1239","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","430"
"BDCTRORO0000000020304074","N004","","","","","","","2.661175","48.762626","675094.4","6851444.7","","","","","","","2.663314","48.761308","675251","6851297.5","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","210"
"BDCTRORO0000000020304074","N004","200","6","77","N","0","4673","2.661902","48.761962","675147.48","6851370.63","0","6","77","N","200","4873","2.663948","48.760764","675297.31","6851236.82","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","210"
"BDCTRORO0000000020304077","N004","","","","","","","2.663314","48.761308","675251","6851297.5","","","","","","","2.672256","48.756555","675906.1","6850766.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","840"
"BDCTRORO0000000020304077","N004","200","6","77","N","200","4873","2.663948","48.760764","675297.31","6851236.82","0","6","77","N","400","5073","2.666075","48.75963","675453.18","6851110.09","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","840"
"BDCTRORO0000000020304077","N004","200","6","77","N","400","5073","2.666075","48.75963","675453.18","6851110.09","0","6","77","N","600","5273","2.668208","48.7585","675609.41","6850983.8","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","840"
"BDCTRORO0000000020304077","N004","200","6","77","N","600","5273","2.668208","48.7585","675609.41","6850983.8","0","6","77","N","800","5473","2.670344","48.757373","675765.93","6850857.86","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","840"
"BDCTRORO0000000020304077","N004","205","6","77","N","800","5473","2.670344","48.757373","675765.93","6850857.86","0","7","77","N","0","5678","2.672528","48.756214","675925.95","6850728.28","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1435","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","840"
"BDCTRORO0000000020310400","N004","","","","","","","2.672256","48.756555","675906.1","6850766.3","","","","","","","2.698557","48.738225","677831.8","6848720.6","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","2830"
"BDCTRORO0000000020310400","N004","200","7","77","N","0","5678","2.672528","48.756214","675925.95","6850728.28","0","7","77","N","200","5878","2.674663","48.755089","676082.36","6850602.57","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","7","77","N","200","5878","2.674663","48.755089","676082.36","6850602.57","0","7","77","N","400","6078","2.67674","48.753919","676234.5","6850471.8","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","7","77","N","400","6078","2.67674","48.753919","676234.5","6850471.8","0","7","77","N","600","6278","2.678633","48.752619","676373.08","6850326.76","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","7","77","N","600","6278","2.678633","48.752619","676373.08","6850326.76","0","7","77","N","800","6478","2.680322","48.751203","676496.68","6850168.76","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","186","7","77","N","800","6478","2.680322","48.751203","676496.68","6850168.76","0","8","77","N","0","6664","2.681752","48.749816","676601.18","6850014.13","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1302","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","8","77","N","0","6664","2.681752","48.749816","676601.18","6850014.13","0","8","77","N","200","6864","2.683305","48.74831","676714.66","6849846.27","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","8","77","N","200","6864","2.683305","48.74831","676714.66","6849846.27","0","8","77","N","400","7064","2.684926","48.746837","676833.2","6849681.98","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","8","77","N","400","7064","2.684926","48.746837","676833.2","6849681.98","0","8","77","N","600","7264","2.68665","48.745416","676959.35","6849523.47","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","8","77","N","600","7264","2.68665","48.745416","676959.35","6849523.47","0","8","77","N","800","7464","2.688459","48.744041","677091.78","6849370.14","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","193","8","77","N","800","7464","2.688459","48.744041","677091.78","6849370.14","0","9","77","N","0","7657","2.690296","48.74277","677226.3","6849228.26","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1351","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","9","77","N","0","7657","2.690296","48.74277","677226.3","6849228.26","0","9","77","N","200","7857","2.692285","48.741517","677372","6849088.34","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","9","77","N","200","7857","2.692285","48.741517","677372","6849088.34","0","9","77","N","400","8057","2.694353","48.740321","677523.55","6848954.81","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310400","N004","200","9","77","N","400","8057","2.694353","48.740321","677523.55","6848954.81","0","9","77","N","600","8257","2.696498","48.739186","677680.78","6848828.03","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","2830"
"BDCTRORO0000000020310400","N004","200","9","77","N","600","8257","2.696498","48.739186","677680.78","6848828.03","0","9","77","N","800","8457","2.698711","48.738111","677843.08","6848707.86","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","2830"
"BDCTRORO0000000020310385","N004","","","","","","","2.698557","48.738225","677831.8","6848720.6","","","","","","","2.708207","48.734723","678540","6848328.6","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","810"
"BDCTRORO0000000020310385","N004","194","9","77","N","800","8457","2.698711","48.738111","677843.08","6848707.86","0","10","77","N","0","8651","2.700925","48.737132","678005.52","6848598.36","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1358","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","10","77","N","0","8651","2.700925","48.737132","678005.52","6848598.36","0","10","77","N","200","8851","2.703213","48.73622","678173.4","6848496.38","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","10","77","N","200","8851","2.703213","48.73622","678173.4","6848496.38","0","10","77","N","400","9051","2.705559","48.735375","678345.56","6848401.78","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","10","77","N","400","9051","2.705559","48.735375","678345.56","6848401.78","0","10","77","N","600","9251","2.707959","48.7346","678521.77","6848315.01","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","10","77","N","600","9251","2.707959","48.7346","678521.77","6848315.01","0","10","77","N","800","9451","2.710463","48.733986","678705.64","6848246.02","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","237","10","77","N","800","9451","2.710463","48.733986","678705.64","6848246.02","0","11","77","N","0","9688","2.713528","48.73347","678930.88","6848187.82","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1659","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","11","77","N","0","9688","2.713528","48.73347","678930.88","6848187.82","0","11","77","N","200","9888","2.71617","48.733215","679125.03","6848158.79","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","11","77","N","200","9888","2.71617","48.733215","679125.03","6848158.79","0","11","77","N","400","10088","2.718836","48.733132","679321.11","6848148.81","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","11","77","N","400","10088","2.718836","48.733132","679321.11","6848148.81","0","11","77","N","600","10288","2.721502","48.733233","679517.22","6848159.39","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","11","77","N","600","10288","2.721502","48.733233","679517.22","6848159.39","0","11","77","N","800","10488","2.724149","48.733469","679711.97","6848184.91","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","254","11","77","N","800","10488","2.724149","48.733469","679711.97","6848184.91","0","12","77","N","0","10742","2.727508","48.733781","679959.15","6848218.81","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1778","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","12","77","N","0","10742","2.727508","48.733781","679959.15","6848218.81","0","12","77","N","200","10942","2.730204","48.734036","680157.53","6848246.44","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","12","77","N","200","10942","2.730204","48.734036","680157.53","6848246.44","0","12","77","N","400","11142","2.732899","48.734294","680355.86","6848274.41","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","810"
"BDCTRORO0000000020310385","N004","200","12","77","N","400","11142","2.732899","48.734294","680355.86","6848274.41","0","12","77","N","600","11342","2.735595","48.73455","680554.22","6848302.19","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","810"
"BDCTRORO0000000020316120","N004","","","","","","","2.733988","48.734455","680436","6848292.1","","","","","","","2.708207","48.734723","678540","6848328.6","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1930"
"BDCTRORO0000000020316120","N004","200","12","77","N","600","11342","2.735595","48.73455","680554.22","6848302.19","0","12","77","N","800","11542","2.738291","48.734806","680752.57","6848330","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","1930"
"BDCTRORO0000000020310301","N004","","","","","","","2.7373","48.734809","680679.7","6848330.6","","","","","","","2.733988","48.734455","680436","6848292.1","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","250"
"BDCTRORO0000000020310301","N004","142","12","77","N","800","11542","2.738291","48.734806","680752.57","6848330","0","13","77","N","0","11684","2.740205","48.734988","680893.39","6848349.85","0","D","1","77","Libre","Appartient","Double sens","","Nationale","994","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","250"
"BDCTRORO0000000020310301","N004","200","13","77","N","0","11684","2.740205","48.734988","680893.39","6848349.85","0","13","77","N","200","11884","2.742938","48.735193","681094.5","6848371.89","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","250"
"BDCTRORO0000000020310302","N004","","","","","","","2.740596","48.735081","680922.2","6848360","","","","","","","2.7373","48.734809","680679.7","6848330.6","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","240"
"BDCTRORO0000000020310302","N004","200","13","77","N","200","11884","2.742938","48.735193","681094.5","6848371.89","0","13","77","N","400","12084","2.745687","48.735275","681296.68","6848380.39","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020310302","N004","200","13","77","N","400","12084","2.745687","48.735275","681296.68","6848380.39","0","13","77","N","600","12284","2.748436","48.735361","681498.86","6848389.32","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020310302","N004","200","13","77","N","600","12284","2.748436","48.735361","681498.86","6848389.32","0","13","77","N","800","12484","2.751173","48.735547","681700.21","6848409.34","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","ME","Mauvais etat ","Chaussee necessitant un entretien structurel","","240"
"BDCTRORO0000000020310302","N004","197","13","77","N","800","12484","2.751173","48.735547","681700.21","6848409.34","0","14","77","N","0","12681","2.753844","48.73585","681896.76","6848442.4","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1379","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020310302","N004","200","14","77","N","0","12681","2.753844","48.73585","681896.76","6848442.4","0","14","77","N","200","12881","2.756455","48.736264","682088.92","6848487.84","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","240"
"BDCTRORO0000000020310300","N004","","","","","","","2.755533","48.736139","682021.1","6848474.2","","","","","","","2.740596","48.735081","680922.2","6848360","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1110"
"BDCTRORO0000000020310300","N004","200","14","77","N","200","12881","2.756455","48.736264","682088.92","6848487.84","0","14","77","N","400","13081","2.759048","48.736722","682279.81","6848538.15","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1110"
"BDCTRORO0000000020310247","N004","","","","","","","2.757836","48.736511","682190.6","6848515","","","","","","","2.755533","48.736139","682021.1","6848474.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","170"
"BDCTRORO0000000020310247","N004","200","14","77","N","400","13081","2.759048","48.736722","682279.81","6848538.15","0","14","77","N","600","13281","2.761715","48.736903","682475.97","6848557.71","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","170"
"BDCTRORO0000000020310278","N004","","","","","","","2.759476","48.736777","682311.3","6848544.2","","","","","","","2.757836","48.736511","682190.6","6848515","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","120"
"BDCTRORO0000000020310279","N004","","","","","","","2.760158","48.736886","682361.5","6848556.2","","","","","","","2.759476","48.736777","682311.3","6848544.2","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","50"
"BDCTRORO0000000020310283","N004","","","","","","","2.760158","48.736886","682361.5","6848556.2","","","","","","","2.761518","48.736927","682461.5","6848560.4","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","100"
"BDCTRORO0000000020310266","N004","","","","","","","2.761518","48.736927","682461.5","6848560.4","","","","","","","2.776103","48.73466","683533.4","6848305.3","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","1100"
"BDCTRORO0000000020310266","N004","200","14","77","N","600","13281","2.761715","48.736903","682475.97","6848557.71","0","14","77","N","800","13481","2.764388","48.736759","682672.55","6848541.08","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1100"
"BDCTRORO0000000020310266","N004","199","14","77","N","800","13481","2.764388","48.736759","682672.55","6848541.08","0","15","77","N","0","13680","2.767013","48.736433","682865.5","6848504.33","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1393","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1100"
"BDCTRORO0000000020310266","N004","200","15","77","N","0","13680","2.767013","48.736433","682865.5","6848504.33","0","15","77","N","200","13880","2.769667","48.73598","683060.49","6848453.43","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1100"
"BDCTRORO0000000020310266","N004","200","15","77","N","200","13880","2.769667","48.73598","683060.49","6848453.43","0","15","77","N","400","14080","2.772311","48.735505","683254.78","6848400.02","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1100"
"BDCTRORO0000000020310266","N004","200","15","77","N","400","14080","2.772311","48.735505","683254.78","6848400.02","0","15","77","N","600","14280","2.774872","48.734864","683442.95","6848328.21","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1100"
"BDCTRORO0000000020310266","N004","200","15","77","N","600","14280","2.774872","48.734864","683442.95","6848328.21","0","15","77","N","800","14480","2.777419","48.734196","683630.08","6848253.42","0","D","1","77","Libre","Appartient","Double sens","","Nationale","1400","BE","Bon Etat","Chaussees ne necessitant pas de travaux ou necessitant un entretien ponctuel","","1100"
"BDCTRORO0000000020310285","N004","","","","","","","2.776103","48.73466","683533.4","6848305.3","","","","","","","2.777587","48.734378","683642.5","6848273.6","","","","","Libre","Appartient","Double sens","","Nationale","","","","","","110"
